Long,Lat,Junction_ID
-79.5561523,43.6142197,773
-79.2859497,43.7715759,774
-79.2497711,43.7087784,775
-79.3909836,43.6805573,776
-79.4237289,43.6411324,777
-79.42659,43.651516,778
-79.4618149,43.7574615,779
-79.5345993,43.7096863,780
-79.4498749,43.7895927,781
-79.3814774,43.6429138,782
-79.5941544,43.7509499,783
-79.5030289,43.6012611,784
-79.3081207,43.8001404,785
-79.5158234,43.6120872,786
-79.1954346,43.784832,787
-79.5722122,43.6523972,788
-79.4560699,43.7668953,789
-79.3437195,43.7758369,790
-79.4744492,43.7768097,791
-79.4133911,43.684166,792
-79.5951843,43.7507286,793
-79.2947388,43.7807083,794
-79.4117661,43.7648163,795
-79.2734451,43.7807426,796
-79.4341965,43.6635208,797
-79.6039124,43.7436447,798
-79.3602066,43.8044243,799
-79.4490356,43.7797203,800
-79.35746,43.6595268,801
-79.3230438,43.6927986,802
-79.2996216,43.7006645,803
-79.4373016,43.6542778,804
-79.2810059,43.7120476,805
-79.2158356,43.7618561,806
-79.4318695,43.6380272,807
-79.344841,43.6789551,808
-79.4426727,43.6698112,809
-79.3992844,43.7579918,810
-79.5129395,43.7522507,811
-79.3516693,43.7032852,812
-79.6031113,43.7519493,813
-79.3678131,43.6443443,814
-79.5018311,43.6328659,815
-79.5266495,43.6549683,816
-79.5717163,43.6281929,817
-79.5884018,43.7026253,818
-79.3847122,43.6768188,819
-79.5119705,43.7107048,820
-79.2450714,43.7141151,821
-79.5040588,43.6037598,822
-79.5607681,43.7244873,823
-79.233078,43.7581863,824
-79.5080414,43.6987534,825
-79.2966003,43.723259,826
-79.3202057,43.6750679,827
-79.4084396,43.7779655,828
-79.394371,43.6373253,829
-79.5542603,43.67836,830
-79.3113708,43.676815,831
-79.4235764,43.6961098,832
-79.5636063,43.6190147,833
-79.2843399,43.7552338,834
-79.2994843,43.6821976,835
-79.5898743,43.7231293,836
-79.5994186,43.6865616,837
-79.3955688,43.64674,838
-79.3380356,43.6624298,839
-79.2112122,43.8118591,840
-79.4714813,43.7678299,841
-79.523819,43.6455116,842
-79.2513351,43.7500916,843
-79.5683594,43.7522926,844
-79.4854736,43.7258759,845
-79.4902115,43.6633301,846
-79.2555161,43.8071213,847
-79.2789612,43.6933136,848
-79.4290161,43.6700325,849
-79.4902878,43.676693,850
-79.2606201,43.7334747,851
-79.4200058,43.6439819,852
-79.528717,43.7534447,853
-79.4635239,43.6984444,854
-79.2837753,43.7669449,855
-79.5521545,43.695797,856
-79.2450638,43.7432327,857
-79.275856,43.7155952,858
-79.1850357,43.7726097,859
-79.2189102,43.7431831,860
-79.2912521,43.805687,861
-79.5701523,43.7512932,862
-79.4042053,43.7329025,863
-79.2623367,43.6930504,864
-79.4439087,43.7194862,865
-79.5047607,43.715744,866
-79.2666626,43.7559013,867
-79.4427643,43.6771355,868
-79.4360352,43.6371803,869
-79.5577011,43.6414871,870
-79.3817139,43.6518974,871
-79.4094772,43.6450157,872
-79.2525558,43.8283386,873
-79.3862915,43.6500893,874
-79.4352646,43.67799,875
-79.4136505,43.6646194,876
-79.5264206,43.7467422,877
-79.4405899,43.6921501,878
-79.5164871,43.7525101,879
-79.3183365,43.6862717,880
-79.2833786,43.6923332,881
-79.3152466,43.7578735,882
-79.3156052,43.8168602,883
-79.3630371,43.8018875,884
-79.4183578,43.7911758,885
-79.3290558,43.6605568,886
-79.2823715,43.822422,887
-79.4383469,43.6737099,888
-79.2636871,43.7160034,889
-79.4512482,43.6657486,890
-79.2253265,43.7598267,891
-79.2767487,43.8126945,892
-79.2624588,43.7520676,893
-79.5783081,43.6281853,894
-79.2172546,43.7558708,895
-79.3246155,43.7121544,896
-79.5743637,43.6375008,897
-79.4020309,43.6545105,898
-79.3487396,43.7790871,899
-79.4426422,43.7365303,900
-79.5036774,43.7193527,901
-79.3506165,43.6430931,902
-79.3728333,43.6692467,903
-79.4066696,43.6660805,904
-79.3282013,43.6743202,905
-79.4827347,43.7528496,906
-79.3998413,43.6743774,907
-79.4378052,43.6655617,908
-79.2754517,43.7333183,909
-79.3965683,43.6543159,910
-79.2773972,43.8057098,911
-79.3276215,43.6807594,912
-79.3363495,43.7144051,913
-79.4334412,43.6744576,914
-79.3230133,43.7752457,915
-79.2588348,43.7896233,916
-79.3594055,43.6796799,917
-79.208847,43.7633476,918
-79.3712387,43.7559128,919
-79.5134201,43.726368,920
-79.5913162,43.7524834,921
-79.1927567,43.7637901,922
-79.2607727,43.813961,923
-79.3263168,43.7185402,924
-79.3980408,43.7494698,925
-79.5396423,43.7461166,926
-79.1760254,43.7599754,927
-79.4775314,43.7664948,928
-79.4465332,43.7890816,929
-79.4410248,43.7201309,930
-79.5390167,43.6798363,931
-79.4044724,43.7822075,932
-79.4686279,43.6666145,933
-79.4439926,43.6580925,934
-79.2591553,43.8132629,935
-79.3886795,43.648201,936
-79.5826874,43.7383919,937
-79.2789001,43.7328644,938
